sample_id,sanskrit_sloka,sanskrit_prose,english_sloka,english_prose,chrf_sloka_e1,chrf_prose_e2,chrf_e1_e2,bertscore_precision,bertscore_recall,bertscore_f1
8203,अन्वेषमाणास्ते सर्वे वानरास्सर्वतो दिशम्न सीतां ददृशुर्वीरा मैथिलीं जनकात्मजाम्,वीराः ते वानराः सर्वे सर्वतो दिशम् अन्वेषमाणाः मैथिलीम् जनकात्मजाम् सीताम् न ददृशुः,"In the course of the investigation, all the monkeys in the direction of Sita were seen to have been killed.",Veera: they were monkeys: they all searched in all directions.,0.0,0.0,35.879339444750066,0.8834121,0.88214445,0.88277787
8204,अयमिक्ष्वाकुदायादो रामो नाम जनैश्श्रुतःअस्यैवावरजं विद्दि भ्रातरं मां च लक्ष्मणम्,अयम् रामो नाम जनैः श्रुतः इक्ष्वाकुदायादः माम् अस्य अवरजं भ्रातरम् लक्ष्मणम् विद्दि,Ayimishwakudayado Ramo named Janayashshruta: Asyaivavarj Viddi brother and mother Lakshmanam,Aim Ramo is the name of the people: Shruti: Ikshwakudayada: My mother is the mother of my brother Lakshman.,0.0,0.0,37.987731177541015,0.82659453,0.8589554,0.8424643
8205,स दृष्ट्वा राक्षसं सैन्यमविसह्यं महाबलःहतमेकेन रामेण त्रिशिरोदूषणावपि तद्बलं हतभूयिष्ठं विमनाः प्रेक्ष्य राक्षसःआससाद खरो रामं नमुचिर्वासवं यथा,महाबलः राक्षसः खरः अविसह्यम् राक्षसम् सैन्यम् एकेन रामेण हतम् त्रिशिरोदूषणावपि दृष्ट्वा हतभूयिष्टम् तत् बलम् विमनाः प्रेक्ष्य नमुचिः वासवं यथा रामम् आससाद,"When he saw the monsters with their military might, he saw them with great might: the wounded Ramane, the three-pointed ruler of the earth, and he saw them with great fear; and he saw the monsters in the sight of the monsters, and he saw them with great might: the wounded Ramane, the three-pointed ruler of the earth.","Mahabal: Raksha: Khar: Avishayem Raksha: Soldiers of a single Ramen Kham trichyrodushanaappi saw that they had been killed, but they did not see the sight of Namuchi: Vasava as Ram Asasad.",0.0,0.0,19.027518978893305,0.8335592,0.7979458,0.8153638
8206,आबभाषे च वृद्धौ तौ सह शक्रेण तापसःआश्वास्यच मुहूर्तं तु पितरौ वाक्यमब्रवीत्,सह शक्रेण सः तापसः तौ वृद्धौ अबाभाषे च पितरौ मुहूर्तम् आश्वास्य वाक्यम् अब्रवीत्,"Both the language and the elderly were thankful for the warmth of their confidence, but Peter was convinced.","Along with Shkrena he was warm: they were elderly, they spoke the language of their parents and they were assured by Peter that they would be happy.",0.0,0.0,33.253038570591386,0.8780744,0.8609611,0.8694335
8207,चतुर्भिस्तुरगानस्य शरैः सन्नतपर्वभिः न्यपातयत तेजस्वी चतुरस्तस्य वाजिनः,तेजस्वी सन्नतपर्वभिः चतुर्भिः शरैः तस्य अस्य तुरगान् चतुरः वाजिनः न्यपातयत,Shar of the Chaturvishthurgan: Sannatparvith Nirpatayat The glorious Vajirashtra of the Chaturst:,The splendid Sennatparvidhy Chaturvedar: its turban is the Chaturvedar: Vajin: न्यपातयत,0.0,7.576435744212773,32.795175814097206,0.84422266,0.7904983,0.81647766
8208,अथैवमुक्ते वचने प्रोवाचेदमकम्पनःशृणु राजन्यथावृत्तं रामस्य बलपौरुषम्,एवम् वचने उक्ते अकम्पनः इदम् प्रोवाच राजन् यथावृत्तम् रामस्य बलपौरुषम् शृणु,"This is why he spoke freely and tried to make a decision: to listen to the voice of the king, to speak to the strength of Rama.","Having said these words, Akpan said: It is proving that the rulers have heard the voice of Rama's strength.",0.0,0.0,30.540012988371952,0.89413744,0.89169693,0.89291555
8209,तयोर्विलपितं श्रुत्वा व्यसनं चान्ववेक्ष्य तत् भृशमार्ततरा भूयस्सर्वएवानुगामिनः,तयोः विलपितम् श्रुत्वा तत् व्यसनम् अन्ववेक्ष्य सर्वे अनुगामिनः भूयः भृशम् आर्ततराः,"Hearing that they are sick and addicted and seeing that they are hungry and thirsty, the earth is full of them.","They were late to hear it, and all who followed followed it were terrified of it.",0.0,0.0,17.258085133301204,0.8633597,0.87387645,0.86858624
8210,विपक्वशालिप्रसवानि भुक्त्वाप्रहर्षिता सारसचारुपङ्क्तिःनभस्समाक्रामति शीघ्रवेगाःवातावधूता ग्रथितेव माला,विपक्वशालिप्रसवानि भुक्त्वा प्रहर्षिता सारसचारुपङ्क्ति: शीघ्रवेगा वातावधूता ग्रथिता माला इव नभः समाक्रामति,Vipkvashalapraswani bhukhtvapraharshita sarascharupankhi:nbhassamakramati soonga:vatvatdhuta is written by mala,Vipkvakshalypraswani bhuktava prahshitsita sarascharupankhi: Pratvega is the atmosphere of the grhithita as it is not the same as the mala: samakrakramati,0.0,0.1318565400843882,43.46102988145465,0.87870234,0.87415355,0.87642205
8211,इतीव वदतः कृच्छ्राद्बाणाभिहतमर्मणः विघूर्णतो विचेष्टस्य वेपमानस्य भूतलेतस्यत्वानम्यमानस्य तं बाणमहमुद्धरम् स मामुद्वीक्ष्य सन्त्रस्तो जहौ प्राणांस्तपोधनः,इतीव कृच्छ्रात् वदतः बाणाभिहतमर्मणः विघूर्णतः विचेष्टस्य भूतले वेपमानस्य आनम्यमानस्य तस्यत बाणम् अहम् उद्धरम् सः तपोधनः माम् उदीक्ष्य सन्त्रस्तः प्राणान् जहौ,"Therefore, it is said: Kṛṣṇa-dvana-bhīhātmārṇa: Vigurṇa-ṭhāya-ṭhāya-ṭhāya-ṭhāya-ṭhāya-ṭhāya-ṭhāya-ṭhāya-ṭhāya-ṭhāya-ṭhāya-ṭhāya-ṭhāya-ṭhāya-ṭhāya-ṭhāya-ṭhāya-ṭhāya-ṭhāya-ṭhāya-ṭhāya-ṭhāya-ṭhāya-ṭhāya-ṭhāya-ṭhāya-ṭhāya-ṭhāya-ṭhāya-ṭhāya-ṭhāya-ṭhāya-ṭhāya-ṭhāya-ṭhāya-ṭhāya-ṭhāya-ṭhāya-ṭhāya-ṭhāya-ṭhāya-ṭhāya-ṭhāya-ṭhāya-ṭhāya-","Hence Krishrat says: ""Banabhīhatmārṇa: Vihūghūrṇa: the spirit of the conscious one, the spirit of the weapman, the joy of the weapman, the arrow of the weapman, the arrow of the weapman, the arrow of the weapman"".",0.0,0.0,9.479362277930699,0.7042263,0.809951,0.75339764
8212,प्रमत्तेष्यभियुक्तेषुदैवेनप्रहतेषुच विक्रमास्तातसिध्यन्तिपरीक्ष्यविधिनाकृताः,तात: प्रमत्तेषु: अभियुक्तेषु: दैवेन: प्रहतेषुच: परीक्ष्य: विधिना: कृताः विक्रमाः सिध्यन्ति:,There is a record of the deaths of the accused and the deaths of the deceased in accordance with the following test procedure:,"In fact, in fact, in fact, in fact, in fact, in fact, in fact, in fact, in fact, in fact, in fact, in fact, in fact, in fact, in fact, in fact, in fact, in fact, in fact, in fact, in fact, in fact, in fact.",0.0,0.0,4.682143831448653,0.8450593,0.73011494,0.7833932
8213,तं ते भयपरीताङ्गाः क्रुद्धं दृष्ट्वा प्लवङ्गमाः कालमृत्युयुगान्ताभं शतशो विद्रुता दिशः,शतशः ते प्लवङ्गमाः क्रुद्धम् कालमृत्युयुगान्ताभम् तम् दृष्ट्वा भयपरीताङ्गाः दिशः विद्रुताः,"They were frightened and angry when they saw Plvanga: the time of death, centuries past, and hundreds of years past.","They were: plunged into the sea: angry, deadly, and fearful when they saw him.",0.0,0.0,37.881011992380785,0.8712289,0.8985471,0.8846772
8214,त्वया मया च वैदेह्या लक्ष्मणेन सुमित्रयापितुर्नियोगे स्थातव्यमेष धर्मस्सनातनः,त्वया मया च वैदेह्या लक्ष्मणेन सुमित्रया पितुः नियोगे स्थातव्यम् एषः सनातनः धर्मः,"I love you and you, and I want you to know that you are the only ones who have the right to live forever in righteousness.",I love you and Vedheya Lakshmenen Smitriya Patra: that you should abide by the law of the Father: this is the eternal religion.,0.0,0.0,25.930802358004566,0.892362,0.8444779,0.8677599
8215,मुरजेषु मृदङ्गेषु पीठिकासु च संस्थिताः तथाऽऽस्तरणमुख्येषु संविष्टाश्चापराः स्त्रियः,मुरजेषु मृदङ्गेषु पीठिकासु च संस्थिताः अपराः स्त्रियः आस्तरणमुख्येषु संविष्टाः,"The muscles and tendons of the back and neck are composed of muscles and tendons, and the muscles and tendons of the head are composed of female muscles.","Women's undergarments consist of the legs and backs of chickens and kittens, and women's undergarments consist of:",0.0,0.0,24.476220353451417,0.8598969,0.86277676,0.86133444
8216,सर्वमेतद्विचेतव्यं मृगयद्भिस्ततस्ततःरामस्य दयितां भार्यां सीतां दशरथस्नुषाम्,रामस्य दयिताम् भार्याम् दशरथस्नुषाम् सीताम् ततस्ततः मृगयद्भि: तत् सर्वम् विचेतव्यम्,"All in all, the two minds have the right to live in the presence of Lord Rama's Divine Mercy, the Bharani Sita Dasarathsnuṣam.","Rama's mercy is very much upon him, and he is very kind to him; he is all-wise.",0.0,0.0,21.750021144334312,0.8263537,0.86408937,0.8448004
8217,व्यभ्रं नभश्शस्त्रविधौतवर्णंकृशप्रवाहानि नदीजलानिकह्लारशीताः पवनाः प्रवान्तितमोविमुक्ताश्च दिशः प्रकाशाः,व्यभ्रम् नभः शस्त्रविधौतवर्णम् नदीजलानि कृशप्रवाहानि कह्लारशीताः पवनाः प्रवान्ति तमोविमुक्ताः दिशः प्रकाशाः,"Stupidly unarmed, widowed, unarmed, and disfigured, rivers flowing in the wilderness and in the wilderness, and the waters flowing in the direction of light.","Do not be confused: arms widows, rivers, rivers, rivers, rivers, rivers, rivers, rivers, rivers, rivers, rivers, rivers, rivers, rivers, rivers, rivers, rivers, rivers, rivers, rivers, rivers, rivers, rivers, rivers, rivers, rivers, rivers, rivers, rivers, rivers, rivers, rivers, rivers, rivers, rivers, rivers, and streams of water, rivers, rivers and streams of water, rivers and streams, rivers and streams of water, rivers and streams and streams of water.",0.0,0.0,8.557275699505336,0.8336793,0.8038035,0.8184688
8218,आदित्यइवदुष्प्रेक्ष्योरश्मिभिर्भातिरावणः सुव्यक्तंलक्ष्यतेह्यस्यरूपंतेजःसमावृतम्,रावणः रश्मिभिः आदित्यःइव दुष्प्रेक्ष्य भाति अस्य तेजःसमावृतम् रूपम् सुव्यक्तम् लक्ष्यतेहि,Adityaivdushprikeshorashmivirvatiravana: The soundness of the words is the focus of the words.,"Ravana: Rashmi, and so on: the evil eye of his son is the very essence of his personality.",0.0,0.0,24.96376749674634,0.83048534,0.8711173,0.85031617
8219,एतावदुक्त्वावचनंसर्वेतेभेजिरेदिशः भीमंभीमाक्षमायान्तंदृष्टवावानरयूथपाः,सर्वे एता वानरयूथपाः भीमाक्षम् भीमम् आयान्तम् दृष्टवा एतावत् वचनम् उक्त्वा दिशः भेजिरे,It is said that these words are surveyed in different directions: Bhimanbhimaxmayantandृष्टवावानरयूथपाः,"All these monkeys saw the vision of the Bhimaksam Bhimaxpa and sent it to them, saying, ""This is the word of the Lord"".",15.867096238623802,0.0,21.72218388358225,0.73474246,0.84538317,0.7861893
8220,गुणवान्वापरजनःस्वजनोनिर्गुणोऽपिवा निर्गुणःस्वजनःश्रेयान् यःपरःपरएवसः,परजनः गुणवान्वा स्वजनः निर्गुणोपिवा निर्गुणः स्वजनः श्रेयान् यः परः सः परएवहि,Qualified people: self-righteous people: self-righteous people: self-righteous people:,"Parjan: qualified, self-sufficient, self-sufficient, self-sufficient, self-sufficient, self-sufficient, self-sufficient, self-sufficient, self-sufficient, self-sufficient, self-sufficient, self-sufficient, self-sufficient, self-sufficient, self-sufficient, self-sufficient, self-sufficient, self-sufficient, self-sufficient, self-sufficient, self-sufficient, self-sufficient, self-sufficient, self-sufficient, self-sufficient and self-sufficient.",0.0,0.0,5.097823678491118,0.87350225,0.8416209,0.8572653
8221,अमुञ्चं निशितं बाणमहमाशीविषोपमम्तत्र वागुषसि व्यक्ता प्रादुरासीद्वनौकसः हाहेति पततस्तोये बाणाभिहतमर्मणः,अहम् आशीविषोपमम् निशितम् बाणम् अमुञ्चम् तत्र उषसि बाणाभिहतमर्मणः तोये पततः वनौकसः हा हा इति व्यक्ता वाक् प्रादुरासीत्,Amunchch'n nisit' ban mahamaashi विषोपमत्तत्र वागुषसि व्यक्ता प्रादुरासीद्वनौकसः हाहेति पततस्तोये बाणाभिहतमर्मर्मणः,"Blessings were given to me, and there were many blessings, and there were many blessings, and there were many blessings, and there were many blessings, and there were many blessings, and there were many blessings, and there were many blessings.",66.94354607862381,0.0,2.4343915918306624,0.65357494,0.7555574,0.7008758
8222,अथवा शक्तिमन्तौ तौ सुराणामपि निग्रहेममैव तु न दुःखानामस्ति मन्ये विपर्ययः,अथवा तौ सुराणामपि निग्रहे शक्तिमन्तौ तु मम दुःखानामेव विपर्ययः नास्ति मन्ये,"Neither the power nor the grace, nor the sorrow, nor the sorrow, nor the sorrow, nor the sorrow, nor the sorrow, nor the sorrow, nor the sorrow, nor the sorrow.","Or, even if I have the grace and strength to do so, my suffering alone is irrelevant to me.",0.0,0.0,15.536052199884434,0.7832842,0.854157,0.81718683
8223,शिरसा चरणावेतौ वन्दमानमनिन्दितेपुनर्द्रक्ष्यसि कल्याणि पुत्रं चन्द्रमिवोदितम्,अनिन्दिते कल्याणि एतौ चरणौ शिरसा वन्दमानम् पुत्रम् उदितम् चन्द्रमिव पुनः द्रक्षयसि,Shirsa Charanavateu and Vandamanaminnindite repeat the vision of the well-being of the son of the moon.,Anindite Kalyani at this step in the path of Shirsa Vandamanam Sonum Uditham Chandramiv is seen again.,0.0,0.0,33.69224664474639,0.85302305,0.84884304,0.8509279
8224,ततो वितिमिरास्सर्वा दिशश्चोपदिशस्तथासुरा स्सर्षिगणा रामं प्रशशंसुरुदायुधम्,तत: सर्वा दिश: तथा उपदिश: वितिमिरा: सर्षिगणा: सुरा: उदायुधम् रामम् प्रशशंसु:,Then they took all the directions and instructed them in the right direction.,"There are all the directions, and all the directions, and all the directions, and all the directions, and all the directions, and all the directions, and all the directions, and all the directions.",0.0,0.0,20.467204803795887,0.88481975,0.8472094,0.8656062
8225,निर्विशङ्कानिरुद्विग्नानिरपेक्षाचमैथिली मामुपस्थास्यतेसीतासर्वाभरणभूषिता,मैथिली सीता निर्विशङ्का निरुद्विग्ना निरपेक्षा सर्वाभरणभूषिता माम् उपस्थास्यते,"Unquestionably, it is more than madness that matthew's mother exists.",Maithili Sita is undoubtedly present to me with the utmost devotion.,0.0,0.0,18.685537984429033,0.86710894,0.8636839,0.8653931
8226,बाहुभिर्बद्धकेयूरैश्चन्दनोत्तमरूषितैःभ्राजमानाङ्गदैः पीनैः पञ्चशीर्षैरिवोरगैः,बद्धकेयूरैः चन्दनोत्तमरूषितैः भ्राजमानाङ्गदैः पीनैः पञ्चशीर्षैः उरगैरिव बाहुभिः,MultilingualKYurashtanoTamRushtha:Brahamanangde:Pin: Panchisharayivorga:,Bhdkeyur: ChandnothammaRushta: Bhrjamanangadai: Pinnas: Panchashta: Urgariv Bhanu by,0.0,0.0,31.037851794918687,0.8315596,0.82884586,0.83020055
8227,कथं दशरथा ज्जात श्शुद्धाभिजनकर्मणःजानन् धर्ममधर्मिष्ठं कुर्यां कर्म जुगुप्सितम्,शुद्धाभिजनकर्मणः दशरथात् जातः धर्मम् जानन् अधर्मिष्ठम् जुगुप्सितम् कर्म कथम् कुर्याम्,"Whereas Dasharatha Jjta is a pure devotee: he knows what is right and what is right, and he does what is right.",Pure Vishwakarma: Dasarathātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātātāt,0.0,0.0,1.8667575322797294,0.78123033,0.57993805,0.66570044
8228,एतस्मिन्नन्तरेक्रोधाद्राघवस्य स रावणः प्रहर्तुकामोदुष्टात्मास्पृशन् प्रहरणंमहत् वज्रसारंमहानादंसर्वशत्रुनिबर्हणम् शैलशृङ्गनिभैःकूटैश्चित्तदृष्टिभयावहम् सधूममिवतीक्ष्णाग्रंयुगान्ताग्निचमोपमम् अतिरौद्रमनासाद्यंकालेनापिदुरासदम् त्रासनंसर्वभूतानांदारणंभेदनंतथा प्रदीप्तमिवरोषेणशूलंजग्राहरावणः,एतस्मिन् दुष्टात्मा रावणः सः रावणः क्रोधात् राघवस्य प्रहर्तुकामः महत् प्रहरणम् स्पृशन् वज्रसारम् महानादम् सर्वशत्रुनिबर्हणम् शैलशृङ्गनिभैः कूटैः चित्तदृष्टिभयावहम् सधूममिव तीक्ष्णाग्राम् युगान्ताग्निचमोपमम् अतिरौद्रम् अनासाद्यम् कालेनापि दुरासाद्यम् सर्वभूतानाम् त्रासनम् दारणम् तथा भेदनम प्रदीप्तम् इव शूलम् रोषेण जग्राह,It is from here that Ravana was born: Prirathukamoodutmashraprajan Prirathukamoodutmashrajan Prirathukamoodutmashrajan Prirathukamoodutmashrajan Prirathukamoodutmashrajan Prirathukamoodutmashrajan Prirathukamoodutmashrajan Prirathukamoodutmashrajan Prirathukamoodutmashrajan Prirathukamoodutmashrajan Prirathukamoodutmashrajan Prirathukamood,"In this demon Ravana: he Ravana: anger from ragas of ragas prharthukama: great strike, touch of the mantras, greatness of all enemies, greatness of the rock-horns, greatness of the eyesight, greatness of the sun, sharpness of the earth, eternal fire, greatness of the earth, greatness of the earth, greatness of the sun, greatness of the earth, greatness of the sun, greatness of the earth, greatness of the sun, greatness of the earth, greatness of the sun, greatness of the earth.",0.0,0.0,12.553679448257169,0.7418302,0.7855084,0.76304483
8229,शुभं पुनर्हेमसमानवर्ण मीषद्रजोध्वस्तमिवामलाक्ष्याःवास स्स्थिताया श्शिखराग्रदन्त्याः किञ्चित्परिस्रंसत चारुगात्य्राः,पुनः अमलाक्ष्याः शिखराग्रदन्त्याः चारुगात्य्राः स्थितायाः शुभम् हेमसमानवर्णम् ईषत् रजोध्वस्तमिव वासः किञ्चित् परिस्रंसत,"The colour is the same as the colour of the mixture, the colour is the same as the colour of the colour, and the colour is the same as the colour of the colour of the colour.",Again Amalakshya: the summits of the mountains; the four quarters of the mountains; the positions of the people; the goodness of the heavens; the glory of the earth; and the glory of the earth.,0.0,0.0,21.868273232239506,0.8522419,0.8276761,0.8397794
8230,सुवर्णादीनि रत्नानि बलीन् सर्वौषधीरपि शुक्लमाल्यांश्च लाजांश्च पृथक्च मधुसर्पिषीअहतानि च वासांसि रथं सर्वायुधान्यपि चतुरङ्गबलं चैव गजं च शुभलक्षणम्चामरव्यजने श्वेते ध्वजं छत्रं च पाण्डुरम् शतं च शातकुम्भानां कुम्भानाग्निवर्चसाम्हिरण्यशृङ्गमृषभं समग्रं व्याघ्रचर्म च उपस्थापयत प्रातरग्न्यगारं महीपतेः,सुवर्णादीनि रत्नानि बलीन् सर्वौषधीः अपि शुक्लमाल्यान् च लाजान् च पृथक् मधुसर्पिषी अहतानि वासांसि च रथम् सर्वायुधान्यपि चतुरङ्गबलं चैव शुभलक्षणम् गजं च श्वेते चामरव्यजने ध्वजम् पाण्डुरम् छत्रं च शातकुम्भानाम् अग्निवर्चसाम् कुम्भानाम् शतं च हिरण्यशृङ्गम् ऋषभम् समग्रम् व्याघ्रचर्म च प्रातः महीपतेः अग्न्यगारे उपस्थापयत,"The golden gems, the gems, the gems, the spices, the spices, the spices, the insects, the insects, the insects, the insects, the animals, the chariots, the chariots, the four-legged, the four-legged, the four-legged, the gems, the gems, the white flags, the umbrellas, the pandurums, the hundreds, the columns, the pillars, the fireflies, the horns, the whole tiger's skin, and the supporters of the fireflies.","The golden gems, the gems, the gems, the medicines, the shells, the lawns, the insects, the insects, the bees, the bees, the vases, and the rattlesnake, all the wares, all the wares, all the rags, all the gems, all the gems, all the gems, all the gems, all the gems, all the gems, all the gems, all the gems, all the gems, all the gems, all the gems, all the gems, all the gems, all the gems, all the gems, all the gems, all the gems, all the gems, all the gems, all the gems, all the bees, all the bees, all the bees, all the bees, all the bees, all the bees, all the bees, all the bees, all the bees, all the bees, all the bees, all the bees, all the bees, all the bees, all the bees, all the bees, all the bees, all the bees, all the bees, all the bees, all the bees, and all the",0.0,0.0,22.994027243153063,0.8725022,0.85958403,0.865995
8231,आर्द्रस्समांसः प्रत्यग्रः क्षिप्तः कायः पुरा सखे लघुस्सम्प्रति निर्मांस स्तृणभूतश्च राघवपरिश्रान्तेन मत्तेन भ्रात्रा मे वालिना तदा क्षिप्तमेवं प्रहर्षेण भवता रघुनन्दन,सखे तदा परिश्रान्तेन मत्तेन मे भ्रात्रा वालिना पुरा आर्द्रः समांसः प्रत्यग्रः कायः क्षिप्तः रघुनन्दन राघव सम्प्रति लघुः निर्मांसः तृणभूतश्च प्रहर्षेण भवता एवम् क्षिप्तम्,"Humidity: extracted: shrivelled: what: full-scale small-scale towards the makers sturned, and raghavpershanthen matten brother me valina then shrivelled, rejoicing, you are ragunanandan",Sake then with hard work in matten in my brother valina full moisture: samans: surrender: what is short: Raghunandan Raghavan compared to small: makers: thirsty and gladly you are the shortest.,0.0,0.0,33.22346151088109,0.84661525,0.8597607,0.8531373
8232,राज्यं द्विजातिभिर्जुष्टं राजसूयाभिषेचनम्कर्तुमर्हति ते राजा वासवस्येव लोककृत्,राजा द्विजातिभिः जुष्टं राजसूयाभिषेचनम् राज्यम् ते लोककृत् वासवस्येव कर्तुम् अर्हति,"The kingdoms of the two races were divided into two kingdoms, and the people were made to live under the rule of the king.","The king of the two tribes, the king of the two tribes, has the right to make a king and a people.",0.0,0.0,37.725545495124045,0.88894194,0.89600176,0.8924579
8233,सनेमिघोषेणमहान्सहसाऽभिनिनादयन् राजमार्गंश्रियाजुष्टंप्रतिपेदेमहारथः,महान् सः महारथः नेमिघोषेण: अभिनिनादयन् श्रिया: जुष्टम् राजमार्गम् सहसा: प्रतिपेदे:,Sanemigosheshanmahansa with his wife and son-in-law on the highwayMriajushtampridepedemharath:,He is the great Mahatma: Nemighoshan: Invininadayen Shriya: Justam Highwayam easily: प्रतिपेदे:,0.0,11.08486154831964,21.117253938074366,0.7810903,0.7533761,0.7669829
8234,धनुर्विष्फारयानस्य यस्य शब्देन लक्ष्मणसशैला कम्पिता भूमिस्सहायै: किन्नु तस्य वै,लक्ष्मण धनुः विष्फारयानस्य यस्य शब्देन सशैला: भूमिः कम्पिता तस्य सहायैः किं,The word of the Dhanur Vishfarian is Lakshmanashala and it is said that the earth is full of compasses.,Lakshman Dhanush: Vishfaryan's words are shayala: land: compasses its supporters,0.0,0.23877745940783188,38.26465176568746,0.8627965,0.842189,0.85236824
8235,इतीव स महाबाहुस्सीताहरणकर्शितः रामस्सागरमासाद्य वासमाज्ञापयत्तदा,महाबाहुः सीताहरणकर्शितः सः रामः तदा सागरम् आसाद्य इतीव वासम् आज्ञापयत्,This is why the Mahabahussee has taken over.,Mahabahu: Sitaharkarshi: He commanded Rama to go to sea as soon as possible.,0.0,0.0,18.00348165442586,0.8540098,0.82332903,0.83838886
8236,हतप्रवीराव्यथिताराक्षसेन्द्रचमूस्तदा जगामाभिमुखीसातुकुम्भकर्णसुतोयतः,तदा हतप्रवीरा सा राक्षसेन्द्रचमूः व्यथिता कुम्भकर्णसुतः यतः अभिमुखी जगाम,"HathpriyravyathitaRakshaSendraCustomly, the seven compass curves facing the world are as follows:",Then Khatprvira sa Raksha-sendrachamu: Vithita Kumbhakarnasu: because the world is directed towards him.,0.0,0.0,27.27650459242791,0.83438116,0.8273438,0.8308475
8237,प्रतिगृह्य च काकुत्स्थः समालभ्य च पाणिनामानसा मे भविष्यध्वमिति तानभ्यचोदयत्,काकुत्स्थ प्रतिगृह्य पाणिना समालभ्य मे मानसाः भविष्यध्वम् इति तान् अभ्यचोदयत्,He prophesied in the backyard and the cactus: included and in the watermansa.,"He accused them of being a mansa: prophecy, in the presence of water in the cactus household.",0.0,0.0,34.61312225322482,0.8819928,0.8819584,0.88197553
8238,जटाजिनधराः काले वल्कलोत्तरवाससःऋषय स्त्ववगाहन्ते नदीं मन्दाकिनीं प्रिये,प्रिये जटाजिनधराः वल्कलोत्तरवाससः ऋषयः काले मन्दाकिनीं नदीम् अवगाहन्ते,Jatajinthara: Black wolf inhabitants: Rishi stvagahete rivers and mandakinny dear,Dear Jatajindhara: Valklottervasas: Rishi: The Black Mandakinni are seen in the river.,0.0,0.0,40.24532582856636,0.8577097,0.8673193,0.86248773
8239,सुकुमारीं सुजाताङ्गीं रत्नगर्भगृहोचिताम्तप्यमानामिवोष्णेन मृणालीमचिरोद्धृताम्,सुकुमारीम् सुजाताङ्गीम् रत्नगर्भगृहोचिताम् तप्यमानाम् अचिरोद्धृताम् मृणालीमिव,The virgin suzatangi is the jewel of the lordships of love.,Sukumariyam suzatangim rattangarbhirohotchitam and thyapanaam acirodhritam are the foundations of my life.,0.0,0.0,15.370381737424802,0.8821738,0.8017469,0.84003973
8240,आगतानां तत: पूजामृषिपुत्रश्चकार हइदमर्घ्यमिदं पाद्यमिदं मूलमिदं फलं च न:,तत: ऋषिपुत्र: इदम् न: अर्घ्यम् इदम् पाद्यम् इदम् मूलम् फलं च आगतानाम् पूजाम् चकार ह,"The inputs include: the worship of the animal and the son of the animal, the headdragm, the foot, the root, and the fruit.","Rishiputra: It's not, it's an offering, it's a footing, it's an original fruit and a gift of worship.",0.1795977011494253,0.205761316872428,23.366161789331002,0.84891576,0.84616697,0.8475392
8241,तथा सर्वप्रजाकान्तैः प्रीतिसंजननैः पितुः गुणैर्विरुरुचे रामो दीप्तस्सूर्य इवांशुभिः,तथा सर्वप्रजाकान्तै: पितुः प्रीतिसंजननैः गुणैः रामः अंशुभिः दीप्तः सूर्यः इव विरुरुचे,"And all the people, loved ones, and the Father, the Father, the Father, the Father, the Father, the Son, the Father, the Son, and the Holy Spirit.",And to all the people: the father: the love child: the qualities: the Rama: the ansh: the light: the sun: the eviruche,0.0,0.17998560115190784,27.561687189399446,0.8348043,0.8164196,0.82550955
8242,ये तु त्वरयितुं याता वानरास्सर्ववानरान्ते वीरा हिमवच्छैलं ददृशुस्तं महाद्रुमम्,ये वानराः सर्ववानरान् त्वरयितुम् याताः ते वीराः हिमवच्छैलं तम् महाद्रुमम् ददृशुः,Those who came to speed up the monkeys after the heroic snowfall saw him at the Mahadrum.,These monkeys all rushed to their destination: they saw the mighty snowfall of the sea.,0.0,0.0,31.6183398484361,0.8624915,0.8819199,0.8720975
8243,आत्मानमत्रविस्मृत्यवीर्याण्यभिजनानि च क्वगच्छतभयत्रस्ताःप्राकृताहरयोयथा,आत्मानम् अत्र वीर्याणि अभिजनानि च विस्मृत्य प्राकृताः हरयःयथा भयत्रस्ताः क्व गच्छत,"The soulmates have forgotten the virtues of virtue and virtue, and they have become fearful of nature.","The soul is here, and the heroes and heroes have forgotten nature: green, as fear passes through them.",0.0,0.0,39.737759913119405,0.91374874,0.89739275,0.90549684
8244,सरावणंवारणहस्तबाहुंददर्शभीमोद्यतदीप्तचापम् प्रच्छादयन्तंशरवृष्टिजालैस्तान्वानराभनिन्नविकीर्णदेहान्,सः वारणहस्तबाहुम् भीमोद्यतदीप्तचापम् भिन्नविकीर्णदेहान् तान् वानरान् शरवृष्टिजालैः प्रच्छादयन्तम् रावणम् ददर्श,Pravatanavarana hand hand hand hand hand saw alsomodeat bright silenceam prscasaideanthansarvigijalayastanvanavanavanavanavanavanavanavanavanavanavanavanavanavanavanavanavanavanavana,He turned his hands to the Lord and saw Ravana's presence in various ways.,0.0,0.0,20.2637138054562,0.7254796,0.8602493,0.78713745
