sample_id,sanskrit_sloka,sanskrit_prose,english_sloka,english_prose,bleu_score
1091,सचक्रवाकानि सशैवलानिकाशैर्दुकूलैरिव संवृतानिसपत्रलेखानि सरोचनानिवधूमुखानीव नदीमुखानि,सचक्रवाकानि सशैवलानि दुकूलैरिव काशैः संवृतानि नदीमुखानि सपत्रलेखानि सरोचनानि वधूमुखानीव,"The words of truth, the words of wisdom, the words of truth, the words of wisdom, the words of wisdom, the words of wisdom, the words of wisdom, the words of wisdom, the words of wisdom, the words of wisdom, the words of wisdom, the words of wisdom, the words of wisdom, the words of wisdom, the words of wisdom, the words of wisdom, the words of wisdom, and the words of wisdom.",They were clothed with silk and silk. They were clothed with silk and silk. They were clothed with silk and silk. They were clothed with silk and silk. They were clothed with silk and silk. They were clothed with silk and silk. They were clothed with silk and silk. They were clothed with silk and silk. They were clothed with silk and silk.,0.46981119395512716
1092,गते हि मयि तत्रेयं राजपुत्री यशस्विनीपरित्राणमविन्दन्ती जानकी जीवितं त्यजेत्,मयि तत्र गते यशस्विनी राजपुत्री जानकी परित्राणम् अविन्दन्ती जीवितम् त्यजेत्,"Later, when I was there, the princess left her alive, knowing that I had been rescued.","Then the princess Jannah, the daughter of Yeshiva, came to me and left me unharmed.",5.993031480537873
1093,सा तु रावणवेगेन पुष्पवृष्टिः समन्ततःसमाधूता दशग्रीवं पुनरेवाभ्यवर्तत,समन्ततः सा पुष्पवृष्टिः रावणवेगेन समाधूता पुनः दशग्रीवमेव अभ्यवर्तत,"And it came to pass in the morning, when it was raining, that it went forth again ten times.","At the same time, the flowering rain began to fall, and it began to rain again ten times.",13.24317283199537
1094,बाणाभिहतमर्मत्वान्नशक्नोत्यभिभाषितुम् रुजाचाब्रुवतोऽप्यस्यदृष्टिरागेणसूच्यते,बाणाभिहतमर्मत्वात् अभिभाषितुम् नशक्नोति अब्रुवतोऽपि अस्य रुजा दृष्टिरागेण सूच्यते,A man who is not able to bear the wounds of a sword is like a man who is blinded by a sword.,"It is a deadly wound, unable to be pronounced, but it is visible with the naked eye.",2.46233736722218
1095,तं राममेवानुविचिन्तयन्तं समीक्ष्य देवी शयने नरेन्द्रम्उपोपविश्याधिकमार्तरूपा विनिश्वसन्ती विललाप कृच्छ्रम्,देवी शयने रामम् एव अनुविचिन्तयन्तम् तं नरेन्द्रम् समीक्ष्य उपोपविश्य अधिकम् आर्तरूपा विनिश्वसन्ती कृच्छ्रम् विललाप,"By faith he was lifted up to the throne of God, and was clothed with the image of a sailor.","When the goddess Rama came to visit him, he fasted and became stronger in faith.",2.8094617486126277
1096,तं ते प्रदक्षिणं कृत्वा पृष्ट्वा चापि निरामयम्खनन्त स्समुपक्रान्ता दिशं हैमवतीं तत:,ते तं प्रदक्षिणं कृत्वा निरामयम् पृष्ट्वा खनन्त: तत: हैमवतीम् दिशम् समुपक्रान्ता:,"They took him by the hand and began to question him. After they had stopped, he turned to their faces and said,","They took him by the hand and asked him to stop. Jesus said, ""Go over to the other side of the lake.",26.734411341327238
1097,षष्टिर्वर्षसहस्राणि मम जातस्य रावण पितृपैतामहं राज्यं यथावदनुतिष्ठतः,रावण पितृपैतामहम् राज्यम् यथावत् अनुतिष्टतः जातस्य मम षष्टिः वर्षसहस्राणि,"My father, Ravan, gave me the throne as king for six thousand years.","And the kingdom came to me from the hand of my father and father, and I was reigned sixty thousand years.",8.039385079962985
1098,अद्यवानरमुख्यानांतानियूथानिभागशः धनुषाशरजालेनवधिष्यामिपतत्रिणा,अद्य धनुषा पतत्रतिणा शरजालेन वानरमुख्यानाम् यूथानि भागशः वधिष्यामि,"""Blessed are the princes of the land, and blessed are the princes of the land, and the princes of Judah, and the princes of Judah, and the princes of Judah, and the princes of Judah, and the princes of Judah, and the princes of Judah, and the princes of Judah, and the princes of Judah, and the princes of Judah, and the princes of Judah, and the princes of Judah, and the princes of Judah, and the princes of Judah, and the princes of Judah, and the princes of Judah, and the princes of Judah, and the princes of Judah, and the princes of Judah,","""Today I will give a share to the young men who are the heads of the monkeys and fall down with their bow and arrow.",0.9552249560379198
1099,मणिसोपानविकृतां हेमजालविभूषिताम्स्फाटिकैरावृततलां दन्तान्तरितरूपिकाम्,मणिसोपानाविकृताम् हेमजालविभूषिताम् स्फाटिकैः आवृततलाम् दन्तान्तरितरूपिकाम्,"and a toothed statue of goldsmiths, wrapped in silk.","and a toothed statue of a man-made serpent, and a toothed serpent, and a toothed serpent, and a toothed serpent, and a toothed serpent, and a toothed serpent, and a toothed serpent, and a toothed serpent, and a toothed serpent, and a toothed serpent, and a toothed serpent, and a toothed serpent, and a toothed serpent, and a toothed serpent, and a toothed serpent, and a toothed serpent, and a toothed serpent, and a toothed serpent.",0.020169575248441294
1100,रामं राज्ञो नियोगेन त्वरया प्रस्थितोऽस्म्यहम् पूज्या राज्ञो भवन्तस्तु रामस्य च विशेषतः,अहम् राज्ञ: नियोगेन रामम् त्वरया प्रस्थित: अस्मि भवन्त: तु राज्ञ: पूज्या: विशेषत: रामस्य च,"I have come to you in haste because of the king's decree. So worship me, my lord, and especially my lord.","I am the king, and I am the king, and I am the king, and I am the king, and I am the king, and I am the king, and I am the king, and I am the king, and I am the king, and I am the king, and I am the king, and I am the king, and I am the king, and I am the king, and I am the king, and I am the king, and I am the king, and I am the king, and I am the king.",0.11734735301687428
1101,प्रियं कृतं हि रामस्य धर्मज्ञेन जटायुषाराघवार्थे परिश्रान्ता वयं सन्त्यक्तजीविताः कान्ताराणि प्रपन्नाः स्म न च पश्याम मैथिलीम्,धर्मज्ञेन जटायुषा रामस्य प्रियम् कृतं हि वयम् राघवार्थे परिश्रान्ताः सन्त्यक्तजीविताः कान्ताराणि प्रपन्नाः स्म मैथिलीम् न च पश्याम,"My dear friend, we have struggled to live our lives in harmony with God's law.",We have learned to love God and to love him. We have struggled to live in harmony with God's law. We have struggled to live in harmony with God's law. We have struggled to live in harmony with God's law. We have struggled to live in harmony with God's law. We have struggled to live in harmony with God's law. We have struggled to live in harmony with God's law. We have struggled to live in harmony with God's law. We have struggled to live in harmony with God's law.,0.34418825830954247
1102,तस्य तद्वचनं श्रुत्वा यथावृत्तं न्यवेदयत्सिद्धाश्रमनिवासं च राक्षसानां वधं तथा,तस्य तत् वचनम् श्रुत्वा सिद्धाश्रमनिवासम् च तथा राक्षसानाम् वधम् यथावृत्तम् न्यवेदयत्,"When he heard this, he went out of his way and began to kill the demons.","When he heard this, he ordered the synagogue and the demons to be put to death.",32.22538601891173
1103,नानुतिष्ठति कार्याणि भयेषु न बिभेति चक्षिप्रं राज्याच्युतो दीनस्तृणैस्तुल्यो भविष्यति,कार्याणि नानुतिष्ठति भयेषु न बिभेति च क्षिप्रम् राज्यात् च्युतः दीनः तृणैः तुल्यः भविष्यति,"A new kingdom will be built with humility, not with fear.","He will not be afraid to do anything new, and soon the kingdom will be cut off.",8.957804544555065
1104,विक्षिप्तां पवनेनैतामसौ तिलकमञ्जरीम् षट्पदस्सहसाऽभ्येति मदोद्धूतामिव प्रियाम्,असौ षट्पदः पवनेन विक्षिप्ताम् तिलकमञ्जरीम् मदोद्धूताम् प्रियामिव सहसा अभ्येति,"My dear friend, you can wear a purple robe, a silk robe, and a six - foot robe.","I have wrapped my waistcoat around my waist, and I have wrapped my waistcoat around my waist.",3.8229746997386336
1105,राघवस्यवच्श्रुत्वालक्ष्मणस्सविभीषणः जग्राहकार्मुकश्रेष्ठमत्यद्भुतपराक्रमः,सविभीषणः अत्यद्भुतपराक्रमः लक्ष्मणः राघवस्य वचः श्रुत्वा कार्मुकश्रेष्ठम् जग्राह,"When he heard the voice of the raven, he was terrified. He was amazed at the wonderful works of the world.","The voice of Lachish, the voice of Ragash, was heard, and the world was filled with fear and wonder.",8.968622051963912
1106,ततो देवाः सगन्धर्वाः सिद्धाश्च परमर्षयःअब्रुवन् सूर्यसङ्काशां सुरसां नागमातरम्,ततः सगन्धर्वाः देवाः सिद्धाश्च परमर्षयः सूर्यसङ्काशाम् नागमातरम् सुरसाम् अब्रुवन्,"Then the heavenly god and the heavenly god appeared, and the sun shone and the sun shone.",Then the heavenly bodies and the heavenly gods cried out to the sun.,14.830451601748624
1107,अथ राजा दशरथस्तेषां दारक्रियां प्रति चिन्तयामास धर्मात्मा सोपाध्यायस्सबान्धव:,अथ धर्मात्मा राजा दशरथ: सोपाध्याय: सबान्धव: तेषाम् दारक्रियां प्रति चिन्तयामास,"When the king heard this, he was troubled by the evil deeds of these men.",The righteous king Darthath-Sopadhyay and Sabandhai were concerned about what they were doing.,2.719665272174911
1108,कथञ्चिद्भवती दृष्टा न कालः परिशोचितुम्इमं मुहूर्तं दुःखानामन्तं द्रक्ष्यसि भामिनि,कथञ्चित् भवती दृष्टा परिशोचितम् कालः न भामिनि इमम् मुहूर्तम् दुःखानाम् अन्तम् द्रक्ष्यसि,"For when you see this, you will be filled with sorrow, and the time will come when you will be filled with grief.",Perhaps you will see the end of the tribulation that is ahead of you.,3.802351022611669
1109,स गृहैरभ्रसङ्काशैः पाण्डुरैरुपशोभितम् राजमार्गं ययौ रामो मध्येनागरुधूपितम्,सः रामः अभ्रसङ्कशै: पाण्डुरैः गृहैः उपशोभितम् अगरुधूपितम् राजमार्गं मध्येन ययौ,He built a house of bricks and made a road that led to Ramah.,"He went to Ram Abrasanksa: he went through the dirty highways, with his houses decorated with sand.",2.478189540258206
1110,कबन्धानिसमुत्पेतुर्भीमाणांभीषणानिवै भुजपाणिशिरश्छिन्नकायाश्चभूतले वानराराक्षसाश्चापिनिपेतुस्तत्रवैरणे,भीरूणाम् भीषणानि कबन्धानि भूतले समुत्पेतुः भुजपाणिशिरछशिन्नाः छिन्नकायाश्च वानराः राक्षसाश्चापि तत्र वैरणे निपेतुः,"They were afraid of the tombs, afraid of the earthquakes, afraid of the waters, afraid of the waters, afraid of the waters, afraid of the devils, afraid of the devils.","Fearful creatures were thrown into the tombs and into the depths of the earth. They were filled with locusts, locusts, snakes, and wild beasts.",4.016457646237016
1111,विमाने भास्वरे तिष्ठन्हंसयुक्ते यशस्करेप्रभया च महातेजा दिशो दश विराजयन् सोऽन्तरिक्षगतो रामं कबन्धो वाक्यमब्रवीत्शृणु राघव तत्त्वेन यथा सीतामवाप्स्यसि,सः कबन्धः अन्तरिक्षगतः हंसयुक्ते यशस्करे भास्वरे विमाने तिष्ठन् महातेजाः प्रभया दश दिशः विराजयन् रामम् वाक्यम् अब्रवीत् राघव सीताम् यथा अवाप्स्यसि तत्त्वेन शृणु,"As they sat down in front of the Queen, they heard the sound of a roaring thunderstorm, like a roaring thunderstorm.","And he heard the voice of Ramah, and the voice of Ramah, and the voice of Ramah, and the voice of Ramah, and the voice of Ramah, and the voice of Ramah, and the voice of Ramah, and the voice of Ramah, and the voice of Ramah, and the voice of Ramah, and the voice of Ramah, and the voice of Ramah, and the voice of Ramah, and the voice of Ramah, and the voice of Ramah, and the voice of Ramah, and the voice of Ramah, and the voice of Ramah, and the voice of Ramah, and the voice of Ramah, and the voice of Ramah.",0.05839988363595546
1112,सश्रूत्वा तु पितरं वृत्तं भ्रातरौ च विवासितौभरतो दुःखसन्तप्त इदं वचनमब्रवीत्,भरतः पितरम् वृत्तम् भ्रातरौ विवासितौ श्रुत्वा तु दुःखसन्तप्तः इदम् वचनम् अब्रवीत्,"When Peter and the brothers heard this, they were filled with grief.","When the brothers heard about Peter, they were deeply saddened.",19.674979811155634
1113,गतो दशरथस्स्वर्गं यो नो गुरुतरो गुरुःरामं प्रव्राज्य वै ज्येष्ठं लक्ष्मणं च महाबलम्,यः नः गुरुतरः गुरुः दशरथः ज्येष्ठम् रामम् महाबलं च लक्ष्मणं च प्रव्राज्य स्वर्गम् गतः,"He who ascended into the heavens is the greatest and most powerful, not only the greatest, but also the greatest.","And he who is not greater than the Master, the Master, the Elder, the Great, the Great, the Powerful, and the Great, was taken up into heaven.",1.8189130583947275
1114,राघवस्तवसंयुक्तागगने च विशुश्रुवे साधुसाध्वितिवागग्य्रादेवतानांमहात्मनाम्,महात्मनाम् देवतानाम् साधुसाधुइति राघवस्तवसंयुक्ता अग्य्रा वाक् गगने विशुश्रुवे च,"Blessed are those who are filled with joy and gladness, who are filled with joy and gladness.","And you will hear the sound of unquenchable flames from heaven, and you will hear the sound of unquenchable anger.",2.275169487512555
1115,सुग्रीव श्रूयातां तात क्रोधश्च व्यपनीयताम्कारणं येन बाणोऽयं न मया स विसर्जितः,तात सुग्रीव येन सः अयम् बाणः मया न विसर्जितः कारणम् श्रूयताम् क्रोधः व्यपनीयतां च,"Do not be quick to listen, do not be angry, do not be discouraged.","Make sure that he does not forget what I have said, so that I may hear him and be angry with him.",3.8101828249592096
1116,शेषं च हविषस्तस्य प्राश्याशास्यात्मनः प्रियम्ध्यायन्नारायणं देवं स्वास्तीर्णे कुशसंस्तरे वाग्यत स्सह वैदेह्या भूत्वा नियतमानसःश्रीमत्यायतने विष्णो श्शिश्ये नरवरात्मजः,नरवरात्मजः आत्मनः प्रियम् आशास्य तस्य हविषः शेषं प्राश्य च देवम् नारायणम् ध्यायन् वाग्यतः भूत्वा नियतमानसः विष्णोः श्रीमति आयतने स्वास्तीर्णे कुशसंस्तरे वैदेह्या सह शिश्ये,"And the rest of them, who have the gift of the Holy Spirit, who have loved the Lord, who have clothed themselves with God's anointing cloth, who have become witnesses of God's goodness, who have set their hearts on God's glory, who have set their hearts on God's glory, and who have set their hearts on God's glory.","But when the spirit of man saw that he had no hope, and that he had no hope, he became angry with God.",1.4997109393138248
1117,स तस्यबाहुर्गिरिशृङ्गकल्पःसमुद्गरोराघवबाणकृत्तः पपाततस्मिन् हरिराजसैन्येजघानतांवानरवाहिनीं,गिरिशृङ्गकल्पः समुद्गरः राघवबाणकृत्तः सः तस्यबाहुः तस्मिन् हरिराजसैन्ये पपात ताम् हरिवाहिनीं च जघान,"His shoulders were made of bronze, and he threw them into the sea.",He turned the sea into a raging sea of smoke. He took his hand and threw it into the sea.,11.866034074028105
1118,जगदद्याभिषिक्तंत्वामनुपश्यतुराघव प्रतपन्तमिवादित्यंमध्याह्नेदीप्ततेजसम्,राघव जगत् अद्य अभिषिक्तम् त्वाम् मध्याह्ने प्रतपन्तम् दीप्ततेजसम् आदित्यमिव अनुपश्यतु,We are the light of the world. We are the light of the world. We are the light of the world.,"""Today the Messiah will come to you in the midst of the day, and the light will shine on the earth.",5.291907393644996
1119,इति प्रत्यर्च्य तान्राजा ब्राह्मणानिदमब्रवीत् वसिष्ठं वामदेवं च तेषामेवोपशृण्वताम्,राजा इति तान् प्रत्यर्च्य तेषाम् उपशृण्वताम् एव वशिष्ठम् वामदेवं च ब्राह्मणान् इदम् अब्रवीत्,"When the king heard this, he turned back and said, ""The gods are on their knees and obey their voice"".","When he came to them and said, ""King! "" they were humbled, and the God of the West and the God of the Left stirred them up.",9.177155427869618
1120,सुखानामुचितस्यैव दुःखैरनुचितस्य चदुखं नामानुपश्येयं कथं रामस्य धीमतः,सुखानाम् उचितस्य दुःखैः अनुचितस्य च धीमतः रामस्य दुःखम् कथं नाम अनुपश्येयम्,"He said, ""It's not good, it's bad, it's bad, it's bad, it's bad, it's bad, it's bad, it's bad, it's bad, it's bad, it's bad, it's bad, it's bad, it's bad, it's bad, it's bad, it's bad, it's bad, it's bad, and it's bad"".",Do not be ashamed of what is good or bad. Do not be ashamed of what is bad or bad.,0.8449184660069768
1121,एतच्छ्रुत्वायमाकारंभजतेभरतस्ततः स च तेवेदितव्यःस्यात्सर्वंयच्छापिमांप्रति,एतत् श्रुत्वा ततः भरतः यम् आकारम् भजते सः च ते वेदितव्यः मांप्रति यच्छापि स्यात् सर्वम्,"When he said this, he and his disciples were overwhelmed with grief and asked, ""What have you done for me?""","When he heard this, he was filled with joy and said to them, ""Whatever you want me to do for you, do for me"".",8.483648629962692
1122,स वानरसहस्राणां कोटीभिरभिसंवृतःक्षिप्रमेष्यति वैदेहि राक्षसानां निबर्हणः,वैदेहि सः वानरसहस्राणाम् कोटीभिः अभिसंवृतः राक्षसानाम् निबर्हणः क्षिप्रम् एष्यति,He will hunt down thousands upon thousands of wild beasts and thousands upon thousands of birds.,"And he will come in a moment, and he will cast out thousands upon thousands of demons.",14.639350349026063
1123,प्रष्टव्यो मेरुसावर्णिर्महर्षिः सूर्यसन्निभःप्रणम्य शिरसा भूमौ प्रवृत्तिं मैथिलीं प्रति,सूर्यसन्निभः महर्षिः मेरुसावर्णिः शिरसा भूमौ प्रणम्य मैथिलीं प्रति प्रवृत्तिम् प्रष्टव्यः,"The sun was shining, and the sun was shining, and his head was turning toward the earth.","The sun was shining brightly, and the clouds were raining, and the heads of the people were bowing down to the ground.",15.82036216593196
1124,ततस्तांस्त्रीन्हतान्ज्ञात्वा वानरेण तरस्विना अभिपेदे महावेगः प्रसह्य प्रघसो हरिम्भासकर्णश्च सङ्कृद्धश्शूलमादाय वीर्यवान्,ततः तरस्विना वानरेण तान् त्रीन् हतान् ज्ञात्वा प्रघसः महावेगः प्रसह्य अभिपेदे वीर्यवान् भासकर्णश्च सङ्कृद्धः शूलम् आदाय,"The woman's body was given to her by the spirit of a serpent, a serpent of great beauty. She gave birth to a dragon, a serpent with rays of green and blue, and gave birth to a newborn child.","When the dragon in Tarsus saw that they had been killed, he was furious, and threw himself into the sea with a spear and a horn.",2.548807901150031
1125,स तांमातलिनानीतांशक्तिंवासवसम्मताम् जग्राहपरमक्रुद्धोराघवोरघुनन्दनः,रघुनन्दनः सः राघवः परमक्रुद्धः मातलिना आनीताम् वासवसम्मताम् तांशक्तिम् जग्राह,"He will bring the nations of the earth together, and they will cry out in the fury of God's wrath.","They rejoiced, they were angry, they were angry, they were angry, they were angry, they were angry, they were angry, they were angry, they were angry, they were angry, they were angry, they were angry, they were angry, they were angry, they were angry, they were angry, they were angry, they were angry, they were angry, they were angry, they were angry, they were angry, they were angry, they were angry, they were angry, they were angry, they were angry, they were angry, and they were angry.",0.09633558246625876
1126,तानारुह्याथवा भूमौ पातयित्वा यथासुखम् फलान्यमृतकल्पानि लक्ष्मणस्ते प्रदास्यति,लक्ष्मणः तान् आरुह्य अथवा यथासुखम् पातयित्वा अमृतकल्पानि फलानि ते प्रदास्यति,"Then he took a thorn and threw it on the ground, and it sprouted, and it became as good as dead seed.","When it is ripened and soaked, it yields deadly fruit.",2.252278368576829
1127,स बद्ध इव पाशेन किशोरो मातरं यथाधर्मपाशेन सङ्क्षिप्तः प्रकाशं नाभ्युदैक्षत,पाशेन बद्धः किशोरः इव सः धर्मपाशेन सङ्क्षिप्तः मातरं यथा प्रकाशम् नाभ्युदैक्षत,"He was bound like a child in his lap, and his mother was like a thorn in the side of the right hand.","He is like a young man bound on his shoulders. His feet are darkened, and his face is darkened like a cloud.",9.22635643555325
1128,वैदेह्या यानि चाङ्गेषु तदा रामोऽन्वकीर्तयत्तान्याभरणजालानि गात्रशोभीन्यलक्षयत् सुकृतौ कर्णवेष्टौ च श्वदंष्ट्रौ च सुसंस्थितौमणिविद्रुमचित्राणि हस्तेष्वाभरणानि च श्यामानि चिरयुक्तत्वात्तथा संस्थानवन्ति च,तदा रामः यानि आभरणजालानि वैदेह्याः अङ्गेषु अन्वकीर्तयत् गात्रशोभीनि तानि अलक्षयत् सुकृतौ कर्णवेष्टौ च सुसंस्थितौ श्वदंष्ट्रौ च हस्तेषु मणिविद्रुमचित्राणि आभरणानि च चिरयुक्तत्वात् श्यामानि संस्थानवन्ति च,"In the plains of Bethesda there is a net of ram's oxen and goats. It is made of fine linen, fine linen, fine linen, fine linen, handkerchiefs, and wool.","And he saw the web of fine linen, which he had made in the tents of Bethesda, and the fine linen of fine linen, and the fine linen of fine linen, and the fine linen of fine linen, and the fine linen of fine linen in their hands, and the linen of fine linen in their hands, and the linen of fine linen, and the linen of fine linen, and the linen of fine linen, and the linen of fine linen, and the linen of fine linen, and the linen of fine linen, and the linen of fine linen, and the linen of fine linen of fine linen, and the linen of fine linen of fine linen, and the linen of fine linen of fine linen, and the linen of fine linen of fine linen.",0.6632059683558497
1129,हरिपादविनिर्भग्नोनिषसाद स पर्वतः न शशाकतदात्मानंसोढुंभृशनिपीडितः,हरिपादविनिर्भग्नः सःपर्वतः भृशपीडितः तदा आत्मानम् वोढुम् न शशाक निषसाद,"He was driven to the mountains by the strong winds, and he was not allowed to climb mountains.","When the sun came down on the mountain, the Spirit of God broke down on them, and they did not give up their spirits.",3.55128879769163
1130,स सागरमनाधृष्यमभ्येत्य वरुणालयम्जगामाकाशमाविश्य वेगेन गरुडोपमः,वेगेन गरुडोपमः सः अनाधृष्यम् वरुणालयम् सागरम् अभ्येत्य आकाशम् आविश्य जगाम,"He was afraid of being thrown into the sea, but we saw an eagle flying into the sky.","He was like an eagle, unwrapped in blood. He went down to the sea and was thrown into the sky.",18.570761271084827
1131,लङ्काद्वीपस्यगोप्तारंकर्तारंभीमकर्मणाम् अस्माकंकामभोगानांदातारंरथिनांवरम्,लङ्काद्वीपस्य गोप्तारम् भीमकर्मणाम् कर्तारम् अस्माकम् कामभोगानाम् दातारम् रथिनाम् वरम्,"When we reached the shallow end of the island of Langka, we tried hard to land on the harbor.","When we reached the shore of the island of Langka, we were shipwrecked.",40.27672046365773
1132,एषातेहृदयंभित्त्वाशक्तिर्लोहितलक्षणा मद्भाहुपरिघोत्सृष्टाप्राणानादाययास्यति,लोहितलक्षणा मद्भाहुपरिघोत्सृष्टा एषा शक्तिः ते हृदयम् भित्त्वा प्राणान् आदाय यास्यति,"He is the one who gives life to the sick, the sick, the sick, the sick, the sick, the sick, the sick, the sick, the sick, the sick, the sick, the sick, the sick, the sick, the sick, the sick, the sick, the sick, the sick, the sick, the sick, the sick, the sick, the sick, the sick, the sick, the sick, the sick, the sick, the sick, the sick, the sick, the sick, the sick, the sick, the sick, the sick, the sick, the sick, the sick, the sick, and the sick.","It is more powerful than blood and blood, and it will break their hearts and kill their souls.",0.629907046039703
1133,तव भ्रातुर्हि विख्यातस्सहायो रणकर्कशःरामः परबलामर्दी युगान्ताग्निरिवोत्थितः,रणकर्कशः विख्यातः उत्थितः युगान्ताग्निरिव परबलामर्दी सः रामः ते भ्रातुः सहायः हि,"Your brothers are well - known, and your brothers are renowned, and you will live forever and ever.",He is a renowned warrior who has risen from the dead. He is the help of his brother Ram.,2.159701133933343
1134,प्लवगा वृश्चिका दंशामशकाश्चैव काननेसरीसृपाश्च कीटाश्च मा भूवन्गहने तव,गहने कानने तव प्लवगाः वृश्चिकाः दंशाः मशकाश्च सरीसृपाश्च कीटाश्च मा भूवन्,Do not let the scorpions or scorpions or scorpions or scorpions or scorpions or scorpions or scorpions or scorpions or scorpions or scorpions or scorpions or scorpions or scorpions or scorpions or scorpions or scorpions or scorpions or scorpions or scorpions or scorpions or scorpions or scorpions or scorpions or scorpions or scorpions or scorpions or rays or rays or rays get in your way.,"Do not let any flying insect, frog, toad, reptile or insect live in the depths.",2.5222031055715526
1135,यदि तेऽपी ह तिष्ठन्ति शपिष्ये तानपि ध्रुवम् वनेऽस्मिन्मामके नित्यं पुत्रवत्परिरक्षितेपत्राङ्कुरविनाशाय फलमूलाभवाय च,नित्यम् पुत्रवत् परिरक्षिते मामके अस्मिन् वने तेऽपि पत्राङ्कुरविनाशाय फलमूलाभवाय च तिष्ठन्ति यदि तानपि ध्रुवम् शपिष्ये,"Even if they remain in the wilderness, the tree of life will remain in us forever. The leaves will rot and the fruit will be rotten,","I will keep them forever, and they will always be in my garden. If they die, they will die. If they die, they will live forever.",3.5536559081652053
1136,एते सुरगणास्सर्वे निरीक्षन्ते समागता:त्वामप्रतिमकर्माणमप्रतिद्वन्द्वमाहवे,समागता: एते सर्वे सुरगणा: अप्रतिमकर्माणम् आहवे अप्रतिद्वन्द्वम् त्वाम् निरीक्षन्ते,"""These are all the people who are watching the storm. They hate me because of what I have done.","All these things are perplexing to you. You are called to do extraordinary things, and you are not opposed to them.",2.230397629051366
1137,तस्य भार्या वने नष्टा सीता पतिमनुव्रतावैदेहस्य सुता राज्ञो जनकस्य महात्मनः,वैदेहस्य महात्मनः जनकस्य राज्ञः सुता पतिम् अनुव्रता तस्य भार्या सीता वने नष्टा,"She was the wife of Seth, the father of Seth, the father of Seth, the father of Seth, the father of Seth, the father of Seth, the father of Seth, the father of Seth, the father of Seth, the father of Seth, the father of Seth, the father of Seth, the father of Seth, the father of Seth, the father of Seth, the father of Seth, the father of Seth, the father of Seth, the father of Seth, the father of Seth, the father of Seth.","And the king of Sheba, the father of Sheba, the great one of Sheba, the king of Sheba, the king of Sheba, the king of Sheba, the king of Sheba, the king of Sheba, the king of Sheba, the king of Sheba, the king of Sheba, the king of Sheba, the king of Sheba, the king of Sheba, the king of Sheba, the king of Sheba, the king of Sheba, the king of Sheba, the king of Sheba, the king of Sheba, the king of Sheba, the king of Sheba, the king of Sheba, the king of Sheba, the king of Sheba, the king of Sheba, the king of Sheba, the king of Sheba.",4.9787595173244785
1138,चोदयामास तां सेनां जगामाशु तत: पुरीम्पताकाध्वजिनीं रम्यां तूर्योद्घुष्टनिनादिताम् सिक्तराज पथां रम्यां प्रकीर्णकुसुमोत्कराम् राजप्रवेशसुमुखै: पौरैर्मङ्गलवादिभि: सम्पूर्णां प्राविशद्राजा जनौघैस्समलङ्कृताम्,राजा ताम् सेनाम् चोदयामास पताकाध्वजिनीम् रम्याम् तूर्योद्घुष्टनिनादिताम् सिक्तराजपथाम् प्रकीर्णकुसुमोत्करामम् राजप्रवेशसुमुखै: मङ्गलवादिभि: पौरै: सम्पूर्णाम् जनौघै: समलङ्कृताम् पुरीम् आशु जगाम,"In the fourth month, the army came to the palace. They were wearing a purple coat of arms. They were seated at the entrance of the palace, by the way of Alexander the Great, by the way of the golden calf, and by the entrance of the palace, by the entrance of the palace.","The king led his troops into the fourteenth month, with flags and banners, and with the shields of Tyre and Sidon, and with the shields of the king, and with the shields of the king, and with the shields of the king's staff, and with the shields of the king's staff, and with the shields of the king's staff, and with the shields of the king's staff, and with the shields of the king's staff, and with the shields of the king's staff, and with the shields of the king's staff, and with the shields of the king's staff, and with the shields of the king's staff, and with the shields of the king's staff.",1.1711218399601004
1139,द्रष्टुं भवन्तमायातौ शुश्रूषार्थमरिन्दमौ यदत्रानन्तरं तत्त्वमाज्ञापयितुमर्हसि,अरिन्दमौ भवन्तम् द्रष्टुम् शुश्रूषार्थम् अयातौ अत्र यत् अनन्तरम् तत् त्वम् आज्ञापयितुम् अर्हसि,so that we may see how you will be obedient to the law more fully.,We have come to see you and to tell you the things that are about to happen.,3.377811044913357
1140,जयाशिषाचराजानंवर्धयित्वायथोचितम् माल्यवानभ्यनुज्ञातोजगामस्वंनिवेशनम्,माल्यवान् राजानम् जयाशिषाच यथोचितम् स्वम् निवेशनम् जगाम,"When Jesus came to the throne, he invited some of the rich to come to him.","Let the king, my lord, and the princes sit in his proper place,",2.8265205879007453
1141,अपि स्वस्ति भवेत्तात सर्वेषां भुवि रक्षसाम्अपि रामो नासङ्क्रुद्धः कुर्याल्लोकमराक्षसम्,तात भुवि सर्वेषाम् रक्षसाम् स्वस्ति अपिभवेत् रामः न सङ्क्रुद्धः लोकम् अराक्षसम् अपि न कुर्यात्,"Even though he had taken possession of all the earth, he was not angry with Ramo.","And all the earth was in him, and he was safe; and he was not defiled, nor did he make any man unclean.",9.024958575882788
